ENSEMBL	OriginalENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENTREZID	SYMBOL	GENENAME
ENSG00000120693	ENSG00000120693.13	437.886435604899	-1.16200096621843	0.165481629691927	51.747678887784	6.31113899511381e-13	2.03066570446281e-11	4093	SMAD9	SMAD family member 9
ENSG00000120708	ENSG00000120708.16	110.661825569605	-1.16739781481831	0.35586122347072	11.2327400275682	0.000803669073998264	0.0040873547420904	7045	TGFBI	transforming growth factor beta induced
ENSG00000120729	ENSG00000120729.9	117.242213080989	-1.4279640715268	0.252768947197911	33.8732114005438	5.8823089742109e-09	1.00291518647663e-07	9499	MYOT	myotilin
ENSG00000120738	ENSG00000120738.7	1636.65342794206	2.2542659440155	0.291756720748107	49.9945668818169	1.54172278133392e-12	4.70026699513671e-11	1958	EGR1	early growth response 1
ENSG00000120875	ENSG00000120875.8	176.791428548963	2.55521510917553	0.393885319949444	36.068679499169	1.90484016136045e-09	3.58337232400473e-08	1846	DUSP4	dual specificity phosphatase 4
ENSG00000120889	ENSG00000120889.12	287.412894646792	-1.28190029970375	0.232155901637422	32.1933939486132	1.39564476610473e-08	2.2194237541288e-07	8795	TNFRSF10B	TNF receptor superfamily member 10b
ENSG00000120899	ENSG00000120899.17	4101.77859135667	1.08413594446329	0.0918026109344696	128.728192723512	7.77715492187373e-30	1.35523064372799e-27	2185	PTK2B	protein tyrosine kinase 2 beta
ENSG00000120903	ENSG00000120903.12	199.820527978326	1.44316884218894	0.252404078533773	27.4681756462865	1.5970089973614e-07	2.06786745770976e-06	1135	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit
ENSG00000121005	ENSG00000121005.8	104.328557315805	-1.01394038619117	0.18500134725999	30.8948424000618	2.72394725559807e-08	4.07533527725245e-07	83690	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1
ENSG00000121039	ENSG00000121039.9	155.015198435918	-1.14864682658248	0.370884081592501	9.75306224229581	0.00179024248964995	0.00811293985625789	157506	RDH10	retinol dehydrogenase 10
ENSG00000121068	ENSG00000121068.13	181.545169998756	-1.1791345202903	0.195068897783033	38.4189167199757	5.70764528496106e-10	1.16650881320849e-08	6909	TBX2	T-box transcription factor 2
ENSG00000121207	ENSG00000121207.11	61.0375232207158	-1.43918807740579	0.470642327169663	9.43685459162832	0.00212667920007664	0.00936831048900178	9227	LRAT	lecithin retinol acyltransferase
ENSG00000121310	ENSG00000121310.16	942.569784210441	-1.05432967299939	0.134411534317119	64.4516278069277	9.89315868236829e-16	4.53673948496581e-14	55268	ECHDC2	enoyl-CoA hydratase domain containing 2
ENSG00000121691	ENSG00000121691.4	875.317379064197	-1.04830177969036	0.345773733221281	9.58071081301637	0.00196632263784241	0.00877516865026613	847	CAT	catalase
ENSG00000121769	ENSG00000121769.7	1498.85117138063	1.42374941638101	0.307640304115726	15.9944807231864	6.3527416172848e-05	0.000444396624142578	2170	FABP3	fatty acid binding protein 3
ENSG00000121895	ENSG00000121895.7	25.6043182508543	-2.00291440428673	0.406128787911663	24.3450694323809	8.05326079771688e-07	9.04155346733158e-06	80008	TMEM156	transmembrane protein 156
ENSG00000121898	ENSG00000121898.12	71.6797700984572	-1.08512933128139	0.223755375116168	24.7266875896687	6.60630405218079e-07	7.51384819181222e-06	119587	CPXM2	carboxypeptidase X, M14 family member 2
ENSG00000121905	ENSG00000121905.9	4139.20414460241	1.27832250023699	0.231830723194427	25.2331327803312	5.08019140871858e-07	5.9246233656662e-06	3208	HPCA	hippocalcin
ENSG00000122012	ENSG00000122012.13	380.40922600436	3.14828396632745	0.263986414207572	107.919230878119	2.79957674878593e-25	3.34625222294417e-23	22987	SV2C	synaptic vesicle glycoprotein 2C
ENSG00000122254	ENSG00000122254.6	673.063201054823	1.08223925429526	0.204939263120624	24.1979951846157	8.69227166208171e-07	9.70632116222137e-06	9956	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2
ENSG00000122574	ENSG00000122574.10	932.718936031694	1.02179958591224	0.268866206559415	12.6358351741413	0.000378422110511311	0.00212611193906652	644150	WIPF3	WAS/WASL interacting protein family member 3
ENSG00000122733	ENSG00000122733.12	3549.9496879071	1.59497797998242	0.292696108656042	22.6426197508452	1.95108215826457e-06	2.01680859125763e-05	23349	PHF24	PHD finger protein 24
ENSG00000122756	ENSG00000122756.14	1730.83001898585	-1.03831068320981	0.30429191367118	11.9344919582496	0.000551041526884253	0.00295312947776153	1271	CNTFR	ciliary neurotrophic factor receptor
ENSG00000122786	ENSG00000122786.19	1655.87459886449	-1.20790559340176	0.348800461228745	12.0665139718762	0.000513356032592084	0.00277905573628046	800	CALD1	caldesmon 1
ENSG00000122861	ENSG00000122861.15	30.0006889056647	-1.2223101856484	0.320714514928739	13.9178627423679	0.000190974879459082	0.00117571351506336	5328	PLAU	plasminogen activator, urokinase
ENSG00000122862	ENSG00000122862.4	614.355216444588	-1.47944567988073	0.217774593530953	48.5713881486401	3.18481934906939e-12	9.17721356208342e-11	5552	SRGN	serglycin
ENSG00000122863	ENSG00000122863.5	534.126954871075	-1.62139528569587	0.239908848265354	48.0322363499691	4.19268921017438e-12	1.18645937657832e-10	9469	CHST3	carbohydrate sulfotransferase 3
ENSG00000122877	ENSG00000122877.14	70.5644450745185	1.97625515617233	0.40882995277958	20.3571209678541	6.42535307487037e-06	5.84203440569766e-05	1959	EGR2	early growth response 2
ENSG00000122884	ENSG00000122884.12	560.903689369793	-1.6089017973437	0.504747644675346	9.72719690419123	0.00181561172274333	0.00820992741440986	5033	P4HA1	prolyl 4-hydroxylase subunit alpha 1
ENSG00000122971	ENSG00000122971.8	398.74319938077	-1.38130456479182	0.243167732853487	34.0492146964983	5.37355911570278e-09	9.23265016926846e-08	35	ACADS	acyl-CoA dehydrogenase short chain
ENSG00000122986	ENSG00000122986.13	229.977872451385	-1.41281939669782	0.267796680493398	29.2725726625811	6.28794409869021e-08	8.82524549230751e-07	84329	HVCN1	hydrogen voltage gated channel 1
ENSG00000123080	ENSG00000123080.10	243.268810530988	-1.33524982330905	0.209029092625861	43.0720214189476	5.27613953564126e-11	1.26128306054546e-09	1031	CDKN2C	cyclin dependent kinase inhibitor 2C
ENSG00000123342	ENSG00000123342.15	361.796441149946	-1.01256640479059	0.160153596412964	41.3879750947936	1.24822866623338e-10	2.82485324062345e-09	4327	MMP19	matrix metallopeptidase 19
ENSG00000123358	ENSG00000123358.19	1717.51805297561	1.74350875313565	0.180238298039899	80.6211853911726	2.73412449002549e-19	1.87033321777385e-17	3164	NR4A1	nuclear receptor subfamily 4 group A member 1
ENSG00000123360	ENSG00000123360.11	1928.00224737044	1.28429738349092	0.186089327607021	41.2745555085222	1.32279617962333e-10	2.97732554120659e-09	5153	PDE1B	phosphodiesterase 1B
ENSG00000123374	ENSG00000123374.10	87.6129451480814	-2.33678630063113	0.386096062781676	37.2025603094074	1.06473895366687e-09	2.08717833137694e-08	1017	CDK2	cyclin dependent kinase 2
ENSG00000123453	ENSG00000123453.17	134.815808438613	-1.06740798855562	0.285752142910157	14.6704151598387	0.000128040295578849	0.000824924332811853	1757	SARDH	sarcosine dehydrogenase
ENSG00000123570	ENSG00000123570.3	382.531085052138	1.0095392869535	0.159190113804466	36.5930426457737	1.45550280191275e-09	2.79040198428079e-08	51209	RAB9B	RAB9B, member RAS oncogene family
ENSG00000123609	ENSG00000123609.10	76.5396576042637	-2.08645526660005	0.309870077072312	47.633986236987	5.13701468234567e-12	1.43067592960234e-10	9111	NMI	N-myc and STAT interactor
ENSG00000123612	ENSG00000123612.15	184.089323756687	1.3396944520015	0.278832300857352	22.0083215420762	2.71470908384362e-06	2.70401032060705e-05	130399	ACVR1C	activin A receptor type 1C
ENSG00000123643	ENSG00000123643.12	423.287010031119	1.31646946781137	0.280128823633358	17.4119059796068	3.0093505787432e-05	0.000231021021125965	206358	SLC36A1	solute carrier family 36 member 1
ENSG00000123965	ENSG00000123965.13	46.766364111696	1.03513209393931	0.316778880700689	10.6164576666039	0.00112085560766594	0.00546219197291376	NA	NA	NA
ENSG00000123977	ENSG00000123977.9	29.458345549254	1.01957546783399	0.326936320772234	9.6935251886152	0.00184918439107093	0.00833328515094152	164781	DAW1	dynein assembly factor with WD repeats 1
ENSG00000124019	ENSG00000124019.9	23.268815686569	-1.79384090164456	0.446479208414077	17.0358325930516	3.66810261314114e-05	0.000275390497547596	79843	FAM124B	family with sequence similarity 124 member B
ENSG00000124134	ENSG00000124134.8	1323.13237265098	2.27881730650682	0.143951955747908	212.915234041546	3.17588468458159e-48	2.10300732043624e-45	3787	KCNS1	potassium voltage-gated channel modifier subfamily S member 1
ENSG00000124140	ENSG00000124140.13	5949.00799336798	1.34571877309149	0.203174153349603	36.8631164968464	1.26720685669467e-09	2.45356443381893e-08	57468	SLC12A5	solute carrier family 12 member 5
ENSG00000124191	ENSG00000124191.17	422.410234255611	1.28472271914814	0.17379187005304	49.8224289949237	1.68308919167183e-12	5.08907762986872e-11	84969	TOX2	TOX high mobility group box family member 2
ENSG00000124205	ENSG00000124205.15	99.7546753540639	1.31946131231285	0.286794768984967	19.0545182514589	1.27036638210461e-05	0.000107434381979825	1908	EDN3	endothelin 3
ENSG00000124253	ENSG00000124253.10	58.4278144236581	-3.12367628800015	0.789387285600276	12.103372468314	0.000503307084894624	0.00272959953649172	5105	PCK1	phosphoenolpyruvate carboxykinase 1
ENSG00000124374	ENSG00000124374.8	6826.59586986802	-2.32794709564608	0.491550931544527	21.4373689371227	3.65576314342541e-06	3.52163694837567e-05	400961	PAIP2B	poly(A) binding protein interacting protein 2B
ENSG00000124440	ENSG00000124440.15	982.467250513134	-2.25699015076792	0.478724870867751	21.4394085619316	3.65187647641574e-06	3.51891671296998e-05	64344	HIF3A	hypoxia inducible factor 3 subunit alpha
ENSG00000124491	ENSG00000124491.15	117.83193799567	-1.51512764161728	0.333505238731889	17.254953076844	3.26844387569919e-05	0.00024882710572666	2162	F13A1	coagulation factor XIII A chain
ENSG00000124507	ENSG00000124507.10	9462.68720622912	1.14525170881235	0.251977971783634	16.9016889153446	3.93665404725458e-05	0.000293224204237914	29993	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
ENSG00000124615	ENSG00000124615.17	2552.44187438046	-1.13720099474523	0.185686485624934	39.644593940636	3.0464685744893e-10	6.50325777129376e-09	4337	MOCS1	molybdenum cofactor synthesis 1
ENSG00000124664	ENSG00000124664.10	41.1545924567884	1.55631066616554	0.37188009656539	15.6084738191552	7.79046828031359e-05	0.000532592637400171	25803	SPDEF	SAM pointed domain containing ETS transcription factor
ENSG00000124713	ENSG00000124713.5	29.7231367714673	1.98492243685795	0.453716539644707	16.4261808675335	5.05817603749924e-05	0.000364781421096847	27232	GNMT	glycine N-methyltransferase
ENSG00000124762	ENSG00000124762.13	577.486864588617	-2.05232153362285	0.326595284528666	40.7426986494658	1.73651048837609e-10	3.85607818642816e-09	1026	CDKN1A	cyclin dependent kinase inhibitor 1A
ENSG00000124766	ENSG00000124766.6	434.925541569348	-1.00991219740373	0.139914014947607	54.516011651831	1.5418642158485e-13	5.36235108429914e-12	6659	SOX4	SRY-box transcription factor 4
ENSG00000124782	ENSG00000124782.19	137.778366531361	-1.3064479253606	0.335066681272818	15.7868152549888	7.08948309995104e-05	0.000490339870391224	6239	RREB1	ras responsive element binding protein 1
ENSG00000124785	ENSG00000124785.8	3737.71864745684	1.46332528078045	0.140392963125078	96.9122953822907	7.24672640577516e-23	6.85519613053742e-21	51299	NRN1	neuritin 1
ENSG00000124942	ENSG00000124942.13	4474.47339003883	-1.40667452753384	0.33023536588055	19.1464473261675	1.21062624817551e-05	0.000102960761497156	79026	AHNAK	AHNAK nucleoprotein
ENSG00000125089	ENSG00000125089.16	172.957502849828	-1.75825213032142	0.309770759052813	27.1718426422713	1.86150122535198e-07	2.3686565745649e-06	54436	SH3TC1	SH3 domain and tetratricopeptide repeats 1
ENSG00000125144	ENSG00000125144.13	788.353168962375	-2.27562072738671	0.494566374214037	20.9738282621216	4.65600522065224e-06	4.36825380704378e-05	4495	MT1G	metallothionein 1G
ENSG00000125148	ENSG00000125148.6	3105.69139890605	-1.69774636695155	0.334004935564189	26.1514334452945	3.15662690002598e-07	3.84662348299449e-06	4502	MT2A	metallothionein 2A
ENSG00000125166	ENSG00000125166.12	3250.3480226814	1.09131686058724	0.221650206831929	20.1622770755747	7.11421560497289e-06	6.39024862900292e-05	2806	GOT2	glutamic-oxaloacetic transaminase 2
ENSG00000125257	ENSG00000125257.13	101.437711797241	-1.52693132487966	0.361299016323749	16.0597583128408	6.13745176400915e-05	0.000430975377422225	10257	ABCC4	ATP binding cassette subfamily C member 4
ENSG00000125347	ENSG00000125347.13	139.528423195612	-1.13445884907028	0.132855096505372	73.8780254993676	8.30962209222606e-18	4.85226239597024e-16	3659	IRF1	interferon regulatory factor 1
ENSG00000125355	ENSG00000125355.15	146.580235052674	-1.81817929516803	0.15711071059904	142.368666406138	8.07738997758216e-33	1.78289536511845e-30	55026	TMEM255A	transmembrane protein 255A
ENSG00000125510	ENSG00000125510.15	595.214185032475	1.28706410025405	0.280325475974862	17.7906620538226	2.46590506289154e-05	0.000194574954068818	4987	OPRL1	opioid related nociceptin receptor 1
ENSG00000125538	ENSG00000125538.11	26.3306946493569	-2.30104331004132	0.276290137082131	70.9523484796226	3.65957833121113e-17	1.97981991777891e-15	3553	IL1B	interleukin 1 beta
ENSG00000125733	ENSG00000125733.17	211.601397108985	-1.52696807117139	0.168757796019556	85.7489500195961	2.04292692012223e-20	1.56210779210917e-18	9322	TRIP10	thyroid hormone receptor interactor 10
ENSG00000125740	ENSG00000125740.13	361.229565167585	1.5627696034779	0.149000843453788	109.928466844619	1.01591425721242e-25	1.27893175445042e-23	2354	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
ENSG00000125753	ENSG00000125753.13	300.773610544857	-1.12546533404331	0.127943760413083	80.1739698160605	3.42854200955368e-19	2.31192662717542e-17	7408	VASP	vasodilator stimulated phosphoprotein
ENSG00000125772	ENSG00000125772.12	1182.75298311875	1.08436612885598	0.171490245746445	38.5261629878282	5.40245845744398e-10	1.10892744617181e-08	56261	GPCPD1	glycerophosphocholine phosphodiesterase 1
ENSG00000125810	ENSG00000125810.9	175.510473740705	-2.83385973010372	0.249640598820406	124.58850616747	6.26227590569556e-29	1.00649365515376e-26	22918	CD93	CD93 molecule
ENSG00000125814	ENSG00000125814.17	8683.1803869768	1.6919712946135	0.222456015335756	46.7809923804015	7.93795941474983e-12	2.15248073925432e-10	63908	NAPB	NSF attachment protein beta
ENSG00000125817	ENSG00000125817.7	4004.4865760347	-1.13663361231171	0.112927823646012	106.083383366301	7.06969608368074e-25	8.12745026508978e-23	1059	CENPB	centromere protein B
ENSG00000125820	ENSG00000125820.5	398.053901945649	-1.24487535280578	0.244407052080768	27.3423135248854	1.70440600986594e-07	2.19405826518862e-06	4821	NKX2-2	NK2 homeobox 2
ENSG00000125827	ENSG00000125827.8	2252.80755660595	1.0249932079243	0.0592233080326917	288.664404320011	9.71790841879777e-65	1.53214395160941e-61	56255	TMX4	thioredoxin related transmembrane protein 4
ENSG00000125848	ENSG00000125848.9	250.147343882822	1.20943367475886	0.191624645407734	35.3248411348793	2.79050054452941e-09	5.09320190346329e-08	23767	FLRT3	fibronectin leucine rich transmembrane protein 3
ENSG00000125851	ENSG00000125851.9	1388.06575803957	1.23486936762201	0.22514681836072	24.85548428453	6.17929944579686e-07	7.07680475098196e-06	5126	PCSK2	proprotein convertase subtilisin/kexin type 2
ENSG00000125864	ENSG00000125864.12	79.9576500542234	1.36492619246868	0.340524023808081	13.3627986903685	0.000256664998565574	0.00152456430525791	631	BFSP1	beaded filament structural protein 1
ENSG00000125869	ENSG00000125869.9	1045.36874352101	1.50278229456345	0.245035368080923	29.9575184888859	4.41616198612986e-08	6.37378845679047e-07	24141	LAMP5	lysosomal associated membrane protein family member 5
ENSG00000125871	ENSG00000125871.13	193.271371905723	-1.05609483582007	0.207533836907926	27.303116712847	1.7393083196566e-07	2.23377653822771e-06	92667	MGME1	mitochondrial genome maintenance exonuclease 1
ENSG00000125931	ENSG00000125931.10	124.022930178169	1.48219049607521	0.386169534970212	10.9608507052518	0.000930570853197182	0.00464289788705629	4435	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
ENSG00000125967	ENSG00000125967.16	1338.70112750252	1.17012635972554	0.247361932514586	18.286800483672	1.90019248888916e-05	0.000154351013529518	63941	NECAB3	N-terminal EF-hand calcium binding protein 3
ENSG00000125997	ENSG00000125997.5	20.3101439884901	1.42187032718337	0.312075923491772	21.5805440860575	3.3927609126905e-06	3.28837590919993e-05	402016	BPIFB9P	BPI fold containing family B member 9, pseudogene
ENSG00000126246	ENSG00000126246.9	122.734858226494	-1.88471897383626	0.227001138771631	64.3292834533269	1.05269456842224e-15	4.81404205330001e-14	79713	IGFLR1	IGF like family receptor 1
ENSG00000126453	ENSG00000126453.9	97.2547250686975	-1.50361743664957	0.157624729934841	92.2088071971585	7.79968799147455e-22	6.79578604499292e-20	83596	BCL2L12	BCL2 like 12
ENSG00000126458	ENSG00000126458.3	253.894668645587	-1.06492233308257	0.138936578637749	61.333834742671	4.81730280497524e-15	2.02149655982161e-13	6237	RRAS	RAS related
ENSG00000126561	ENSG00000126561.16	194.302453611929	-1.08360517074618	0.196586956405976	29.2375462148117	6.40264218626698e-08	8.97481287659244e-07	6776	STAT5A	signal transducer and activator of transcription 5A
ENSG00000126583	ENSG00000126583.10	2594.73150293749	1.36510006982752	0.224380996290141	30.9207342846598	2.68784768468591e-08	4.03043247247581e-07	5582	PRKCG	protein kinase C gamma
ENSG00000126733	ENSG00000126733.20	262.425287577644	1.73128134462841	0.210874137371948	63.0509450434052	2.01428712861205e-15	8.88645062688021e-14	117154	DACH2	dachshund family transcription factor 2
ENSG00000126878	ENSG00000126878.12	5969.10405968744	-1.14724126764108	0.239804014576563	24.1585250464755	8.87225461845907e-07	9.86405232245001e-06	83543	AIF1L	allograft inflammatory factor 1 like
ENSG00000127241	ENSG00000127241.16	237.968771055352	-1.28811206491027	0.38168390183212	12.0238220692112	0.00052524882744476	0.00283324591526044	5648	MASP1	MBL associated serine protease 1
ENSG00000127325	ENSG00000127325.18	60.4154729832327	-2.20107558876335	0.282245514737965	65.339705407454	6.3038368666261e-16	2.95210374564531e-14	144453	BEST3	bestrophin 3
ENSG00000127507	ENSG00000127507.17	64.734404624121	-1.10163354413124	0.287568610978516	13.5937455701692	0.000226940366153316	0.00136837890784377	30817	ADGRE2	adhesion G protein-coupled receptor E2
ENSG00000127561	ENSG00000127561.14	3427.50296005112	1.10404579747256	0.257373228249979	14.8697639839302	0.000115194690752943	0.000752412905136946	9143	SYNGR3	synaptogyrin 3
ENSG00000127588	ENSG00000127588.4	159.714162579522	2.08498232404201	0.290487445256959	45.5396147164883	1.49582689036122e-11	3.88433980493881e-10	51764	GNG13	G protein subunit gamma 13
ENSG00000127824	ENSG00000127824.13	5724.40363688194	1.61904213390094	0.362132019785036	13.6822118395529	0.000216495461130271	0.00131209010114628	7277	TUBA4A	tubulin alpha 4a
ENSG00000127838	ENSG00000127838.13	2676.22299326561	1.01367528303874	0.0896529473579956	119.122044938829	9.84800643993049e-28	1.47537396026995e-25	25953	PNKD	PNKD metallo-beta-lactamase domain containing
ENSG00000127920	ENSG00000127920.5	427.058293890747	-1.16949902732959	0.29947167181657	15.7797185397925	7.1161256868885e-05	0.000491977041902676	2791	GNG11	G protein subunit gamma 11
ENSG00000127946	ENSG00000127946.16	1779.83188972065	-1.05316138936002	0.231439991247768	20.9715798262697	4.66147284362991e-06	4.37214459999271e-05	3092	HIP1	huntingtin interacting protein 1
ENSG00000127954	ENSG00000127954.12	20.3783289333745	-1.7367974389758	0.539198791982062	10.8784823733483	0.000972879318617985	0.00482562717005586	79689	STEAP4	STEAP4 metalloreductase
ENSG00000128016	ENSG00000128016.5	712.486911133276	-1.80622624339159	0.283643773389886	42.5255369199454	6.9765387004037e-11	1.6393628093092e-09	7538	ZFP36	ZFP36 ring finger protein
ENSG00000128203	ENSG00000128203.6	490.990171527826	1.13534266942795	0.270109124311359	14.4398600021573	0.000144706844026394	0.000921188021317029	57168	ASPHD2	aspartate beta-hydroxylase domain containing 2
ENSG00000128245	ENSG00000128245.14	17044.6778596195	1.23302583167401	0.271416975296005	16.5792743942228	4.66581371606236e-05	0.000339816159976042	7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
ENSG00000128274	ENSG00000128274.15	98.1610250990949	-1.22146967282779	0.187253154084735	43.5721376847739	4.08615517085659e-11	9.96233516582406e-10	53947	A4GALT	alpha 1,4-galactosyltransferase (P blood group)
ENSG00000128285	ENSG00000128285.4	286.942373418366	2.04851325321406	0.350431972051593	24.7425335651219	6.55221301655639e-07	7.46258069367614e-06	2847	MCHR1	melanin concentrating hormone receptor 1
ENSG00000128309	ENSG00000128309.16	667.964128509067	-1.04299485692548	0.19419237600126	27.4982381381546	1.57237679796222e-07	2.03836426796128e-06	4357	MPST	mercaptopyruvate sulfurtransferase
ENSG00000128340	ENSG00000128340.14	78.2719005603434	-2.19234050593086	0.336762800314524	36.6438440271263	1.41806123214755e-09	2.72335204960402e-08	5880	RAC2	Rac family small GTPase 2
ENSG00000128342	ENSG00000128342.4	22.7354207218392	-5.17703963000551	0.660589718816102	88.9570961240784	4.03468709214563e-21	3.3065459142042e-19	3976	LIF	LIF interleukin 6 family cytokine
ENSG00000128482	ENSG00000128482.15	1277.6895642739	1.02614897667367	0.205598820285474	21.4053589568677	3.71730731526712e-06	3.57484928628953e-05	7732	RNF112	ring finger protein 112
ENSG00000128564	ENSG00000128564.6	3361.42483484637	2.87747868227625	0.31443731597891	57.2500501486372	3.8377932064219e-14	1.45217708881626e-12	7425	VGF	VGF nerve growth factor inducible
ENSG00000128594	ENSG00000128594.7	1737.88169154683	1.19304510764515	0.233470092447664	21.6710158493128	3.23644634022972e-06	3.15163240819605e-05	64101	LRRC4	leucine rich repeat containing 4
ENSG00000128596	ENSG00000128596.16	1948.18691898502	1.51272160339754	0.317774813827295	16.6290221113507	4.54502048294563e-05	0.00033248140338013	64753	CCDC136	coiled-coil domain containing 136
ENSG00000128602	ENSG00000128602.9	250.533655617823	-1.81980598818549	0.405142223552134	20.5773073627241	5.727097521721e-06	5.27157275081069e-05	6608	SMO	smoothened, frizzled class receptor
ENSG00000128606	ENSG00000128606.12	39.6430358790599	1.06228260359035	0.308478051006924	11.5594970101005	0.000674040848554657	0.00350838208690397	10234	LRRC17	leucine rich repeat containing 17
ENSG00000128655	ENSG00000128655.16	129.094183090011	-1.90876751409573	0.431180245178701	19.3380251760593	1.09503799463624e-05	9.41459697855397e-05	50940	PDE11A	phosphodiesterase 11A
ENSG00000128656	ENSG00000128656.13	19918.4491123	1.20487776055041	0.108918604850047	111.728851837576	4.09677209433726e-26	5.38254076473858e-24	1123	CHN1	chimerin 1
ENSG00000128849	ENSG00000128849.10	1173.34227898229	-1.10891476635819	0.29949670254821	14.1560353361791	0.000168256476817614	0.00105328109112392	84952	CGNL1	cingulin like 1
ENSG00000128918	ENSG00000128918.14	50.1552584968728	1.46998587822541	0.217599025447788	46.785630785789	7.91919364614477e-12	2.1491523150017e-10	8854	ALDH1A2	aldehyde dehydrogenase 1 family member A2
ENSG00000128965	ENSG00000128965.11	203.514629282933	1.13708507584576	0.229703449950304	21.2304727123832	4.07238140971902e-06	3.87895500846913e-05	79094	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1
ENSG00000129009	ENSG00000129009.12	491.345693103365	1.21084801314327	0.16211955287557	50.6216956736331	1.1200007517044e-12	3.46561727926924e-11	3671	ISLR	immunoglobulin superfamily containing leucine rich repeat
ENSG00000129116	ENSG00000129116.17	1276.06876167073	-1.86949795808126	0.464667581498747	15.8699591018452	6.78471687058579e-05	0.000471427472965844	23022	PALLD	palladin, cytoskeletal associated protein
ENSG00000129151	ENSG00000129151.8	387.538505535074	-1.87771450108108	0.592651310431336	9.87476641680936	0.00167560867682408	0.00766478691364583	8424	BBOX1	gamma-butyrobetaine hydroxylase 1
ENSG00000129159	ENSG00000129159.6	1855.8595557573	1.55340020799295	0.172454383680655	69.0751493570864	9.47821504663419e-17	4.87289164563682e-15	3746	KCNC1	potassium voltage-gated channel subfamily C member 1
ENSG00000129219	ENSG00000129219.13	580.062704653584	-1.41225818054391	0.18655074559702	60.2693247508688	8.27266397010832e-15	3.40247989299772e-13	5338	PLD2	phospholipase D2
ENSG00000129250	ENSG00000129250.11	10377.4660352874	-1.86043479416774	0.189435410143309	100.978307060355	9.29963689235095e-24	9.68244270027823e-22	10749	KIF1C	kinesin family member 1C
ENSG00000129422	ENSG00000129422.14	2882.68898391176	-1.22183392021524	0.20755567479963	36.6194720650327	1.43590192166686e-09	2.75441927719977e-08	57509	MTUS1	microtubule associated scaffold protein 1
ENSG00000129450	ENSG00000129450.8	37.6479240092842	-3.46422031373072	0.499967798137096	39.170453622222	3.88373251717335e-10	8.18500954239926e-09	27180	SIGLEC9	sialic acid binding Ig like lectin 9
ENSG00000129467	ENSG00000129467.13	152.134167285605	-1.2118278518454	0.16592805756973	53.1482410280664	3.09302287894314e-13	1.03232756551339e-11	196883	ADCY4	adenylate cyclase 4
ENSG00000129515	ENSG00000129515.18	1328.81937960821	-1.11832486453213	0.253852601124121	20.3166527456842	6.56269125102725e-06	5.94822081098897e-05	58533	SNX6	sorting nexin 6
ENSG00000129566	ENSG00000129566.12	312.092006199952	-1.39124221986447	0.177122897816794	64.9482045195561	7.68928606736933e-16	3.56561025776654e-14	7011	TEP1	telomerase associated protein 1
ENSG00000129654	ENSG00000129654.7	48.4781861441141	-1.80898791803586	0.397025636541267	21.4159838494168	3.69676488558721e-06	3.55699472818677e-05	2302	FOXJ1	forkhead box J1
ENSG00000129667	ENSG00000129667.12	298.985422660282	-2.21096923110668	0.347318856573683	32.1722458191072	1.41091907576076e-08	2.24048535632436e-07	79651	RHBDF2	rhomboid 5 homolog 2
ENSG00000129675	ENSG00000129675.15	797.83583714967	-1.13469590871396	0.183978368668078	40.1213753451816	2.38663133387697e-10	5.19178560008755e-09	9459	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
ENSG00000129990	ENSG00000129990.14	3561.84633466341	1.27726270929265	0.249695351415948	21.3429669765049	3.84026994318366e-06	3.67690854681515e-05	6861	SYT5	synaptotagmin 5
ENSG00000130052	ENSG00000130052.13	160.929584780544	-1.26236244178874	0.184592217664156	48.9278155069702	2.65557907598322e-12	7.72614829760356e-11	9754	STARD8	StAR related lipid transfer domain containing 8
ENSG00000130055	ENSG00000130055.13	176.479362930079	-1.35834161731479	0.316247317936851	19.3981004794625	1.06112550424224e-05	9.17066152961536e-05	54857	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2
ENSG00000130158	ENSG00000130158.13	368.560646195143	-1.11566773891533	0.117505471557794	93.0805971083116	5.02075445910406e-22	4.46860643512033e-20	57572	DOCK6	dedicator of cytokinesis 6
ENSG00000130203	ENSG00000130203.9	15242.4912128011	-1.47079036405869	0.277248587528208	29.6919775795783	5.06439742116536e-08	7.24620286159741e-07	348	APOE	apolipoprotein E
ENSG00000130208	ENSG00000130208.9	336.779062116877	-1.28555656798658	0.169616371096238	55.1348665297895	1.12536804298339e-13	3.99783374840528e-12	341	APOC1	apolipoprotein C1
ENSG00000130270	ENSG00000130270.16	23.8247673846359	-1.53650575708434	0.37613624019518	15.1068544948985	0.000101593732516633	0.000674351822352286	148229	ATP8B3	ATPase phospholipid transporting 8B3
